Issue_Key,Issue_Id,Fields_Summary,Fields_Priority_Name,Fields_Priority_Id,Fields_Assignee_AccountID,Fields_Project_Key,Fields_Project_Id,Fields_Created,Fields_Status_Name,Fields_Status_Category_Key,Fields_Issue_Type_Id,Fields_Issue_Type_Name,Fields_Reporter_AccountId,Fields_Updated,Fields_Duedate,Fields_Time_Estimate,Fields_Time_Original_Estimate
SD-1633,11644,LIC - Installing NewRelic Agent to Azure VMs and Hyper-V nodes,3 - Routine,3,62437973fd5e450070432282,SD,10000,17/08/2022,Planning,new,10004,Change,5cca25b8ab0c3c0e37e26e80,08:16.7,,,
SD-1632,11643,Electra Azure DC's - Patching Error,2 - High,2,6.26857E+23,SD,10000,17/08/2022,Completed,done,10005,Problem,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0637c6d9-395b-4a13-8d01-6e84d73ef8f1,54:53.7,,0,
SD-1631,11642,New Relic alert: User Errors Per Second > 50.0 for windbt41\korscomtest,2 - High,2,,SD,10000,17/08/2022,Closed,done,10001,Incident,62b5201bb065974c3e25a69b,26:31.6,,,
SD-1630,11641,Access to Devops,2 - High,2,62437973fd5e450070432282,SD,10000,17/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:07bc7307-bf8c-40c2-97a4-c706fa5b67f4,42:25.7,,0,
SD-1629,11640,Change request,2 - High,2,62437973fd5e450070432282,SD,10000,16/08/2022,In Progress,indeterminate,10002,Service Request,628c7a2a1c97b5006f0af34f,08:41.9,,,
SD-1628,11639,[New Relic] Unhealthy Host Count . Average > 0 for at least 5 minutes on 'el-spoke-pd-aue-01-agw',3 - Routine,3,6.26857E+23,SD,10000,16/08/2022,Closed,done,10001,Incident,6.26857E+23,01:09.4,,0,
SD-1627,11638,New Relic alert: Log . Transaction Growth on WINDBP39,4 - Service Request,4,62b5201bb065974c3e25a69b,SD,10000,15/08/2022,Closed,done,10002,Service Request,62b5201bb065974c3e25a69b,56:52.4,,,
SD-1626,11637,Issues with login into AVD hosts - Joanne Lu | NZGT,2 - High,2,6.26857E+23,SD,10000,15/08/2022,Closed,done,10001,Incident,628c7a2a1c97b5006f0af34f,01:08.6,,0,
SD-1624,11635,NZGT: Info request from Macquarie,2 - High,2,6.26857E+23,SD,10000,15/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,14:38.8,,,
SD-1623,11634,Plan move of existing zones to Azure DNS - NZGT,4 - Service Request,4,6.26857E+23,SD,10000,12/08/2022,In Progress,indeterminate,10002,Service Request,628c7a2a1c97b5006f0af34f,14:37.8,,,
SD-1622,11633,DEV App Gateway/WAF Exclusion,2 - High,2,6.26857E+23,SD,10000,12/08/2022,In Progress,indeterminate,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0637c6d9-395b-4a13-8d01-6e84d73ef8f1,53:10.3,,0,
SD-1621,11632,NZGT: Does anyone have access to our FreeParking,2 - High,2,6.26857E+23,SD,10000,12/08/2022,In Progress,indeterminate,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,04:19.5,,,
SD-1620,11631,T20220811.0031 - unable to login,2 - High,2,62437973fd5e450070432282,SD,10000,11/08/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:87e3713f-b7e1-4054-b298-2a9919c2cf58,53:47.5,,,
SD-1619,11630,New LIC batch samba shares accpt prod,3 - Routine,3,62437973fd5e450070432282,SD,10000,11/08/2022,Closed,done,10004,Change,62437973fd5e450070432282,06:51.3,,,
SD-1618,11629,[SCHS] Test Maintenance Page Redirection in CloudFlare - Pets PreProd,2 - High,2,61e4f2a609633b0069a64d50,SD,10000,11/08/2022,Resolved,done,10004,Change,61e4f2a609633b0069a64d50,55:36.2,,0,
SD-1617,11628,[SCHS] Maintenance Page Redirection in CloudFlare for DR Test,2 - High,2,61e4f2a609633b0069a64d50,SD,10000,11/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:601ab4ae-5a78-46fd-bbaa-80f888e6eade,01:09.5,,,
SD-1616,11627,AG error on WINMSP54\DATAWAREHOUSE,2 - High,2,,SD,10000,10/08/2022,Closed,done,10001,Incident,62b5201bb065974c3e25a69b,17:42.7,,,
SD-1615,11626,Patching Batch Accp 2022-08-18,4 - Service Request,4,62437973fd5e450070432282,SD,10000,10/08/2022,Closed,done,10004,Change,62437973fd5e450070432282,06:48.4,,,
SD-1614,11625,Patching Batch Dev & MF Licensing East 2022-08-16,4 - Service Request,4,62437973fd5e450070432282,SD,10000,10/08/2022,Closed,done,10004,Change,62437973fd5e450070432282,06:44.7,,,
SD-1613,11624,Firewall Log check,2 - High,2,6.26857E+23,SD,10000,10/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0637c6d9-395b-4a13-8d01-6e84d73ef8f1,09:51.2,,0,
SD-1612,11623,ICG - VPN can't connect to Azure Resources,4 - Service Request,4,5cca25b8ab0c3c0e37e26e80,SD,10000,10/08/2022,Closed,done,10002,Service Request,5cca25b8ab0c3c0e37e26e80,33:24.0,,,
SD-1611,11622,VM Restore Test for Electra,4 - Service Request,4,6.26857E+23,SD,10000,10/08/2022,In Progress,indeterminate,10002,Service Request,628c7a2a1c97b5006f0af34f,39:49.1,,,
SD-1610,11621,Test ticket,2 - High,2,628c7a2a1c97b5006f0af34f,SD,10000,9/08/2022,Closed,done,10002,Service Request,628c7a2a1c97b5006f0af34f,29:16.9,,,
SD-1609,11620,FW: T20220720.0065 - Copy file from Sage to g drive,2 - High,2,62437973fd5e450070432282,SD,10000,9/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:a24949a5-808e-4388-b385-fc8226e920f0,16:09.0,,0,
SD-1608,11619,HDC - SecureFTX Failed to delete file,3 - Routine,3,62437973fd5e450070432282,SD,10000,9/08/2022,Closed,done,10001,Incident,62437973fd5e450070432282,29:09.5,,0,
SD-1607,11618,FW: Azure WAF blocking application traffic,2 - High,2,,SD,10000,8/08/2022,Closed,done,10002,Service Request,6.26857E+23,44:58.5,,0,
SD-1606,11617,New Relic alert: Disk Used %>85.0 for at least 60 minutes,2 - High,2,62b5201bb065974c3e25a69b,SD,10000,8/08/2022,Closed,done,10002,Service Request,62b5201bb065974c3e25a69b,51:07.1,,,
SD-1605,11616,test ticket,2 - High,2,62437973fd5e450070432282,SD,10000,8/08/2022,Done,done,10006,Task,62437973fd5e450070432282,54:26.2,,,
SD-1604,11615,Trans Log full - test DB windbt38,2 - High,2,62b5201bb065974c3e25a69b,SD,10000,8/08/2022,Closed,done,10002,Service Request,62b5201bb065974c3e25a69b,51:52.6,,,
SD-1603,11614,RE: Azure WAF blocking application traffic,2 - High,2,6.26857E+23,SD,10000,8/08/2022,In Progress,indeterminate,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:a69c8064-e17e-4f74-82cf-1122456ea39c,46:00.1,,0,
SD-1602,11613,RE: Azure WAF blocking application traffic,2 - High,2,,SD,10000,8/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:a69c8064-e17e-4f74-82cf-1122456ea39c,56:04.7,,,
SD-1601,11612,[NZGT] Veeam Scale Out Repo Backup Design and Deployment,2 - High,2,61e4f2a609633b0069a64d50,SD,10000,8/08/2022,In Delivery,indeterminate,10011,Project,61e4f2a609633b0069a64d50,24:46.5,00:00.0,0,
SD-1600,11611,Azure WAF blocking application traffic,2 - High,2,,SD,10000,8/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:a69c8064-e17e-4f74-82cf-1122456ea39c,55:07.5,,,
SD-1599,11610,Logs appear to be taking up much disk space on WINDBP33,2 - High,2,62b5201bb065974c3e25a69b,SD,10000,8/08/2022,Waiting for support,undefined,10002,Service Request,62b5201bb065974c3e25a69b,15:55.8,,,
SD-1598,11609,Delegat - Monitoring - Check Point has stop sending log for more than 4 hours,2 - High,2,5cca25b8ab0c3c0e37e26e80,SD,10000,4/08/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:1062b235-547b-4a9f-92e1-c41f551d8bd0,41:14.8,,,
SD-1597,11608,Newrelic reporting that servers are not reporting in,2 - High,2,62437973fd5e450070432282,SD,10000,4/08/2022,Closed,done,10001,Incident,62437973fd5e450070432282,01:08.8,,0,
SD-1596,11607,FW: <Security Alert> VMware Authentication bypass,2 - High,2,62437973fd5e450070432282,SD,10000,4/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,39:18.3,,0,
SD-1595,11606,Review Azure Advisor recommendations - LIC,4 - Service Request,4,62437973fd5e450070432282,SD,10000,4/08/2022,Closed,done,10002,Service Request,628c7a2a1c97b5006f0af34f,32:28.4,,,
SD-1594,11605,[NZGT] Assist with troubleshooting of Zscaler issue with Meraki Client VPN,2 - High,2,61e4f2a609633b0069a64d50,SD,10000,4/08/2022,Closed,done,10001,Incident,61e4f2a609633b0069a64d50,14:18.0,,0,
SD-1593,11604,Test SQL server backup and restore options with transaction logs,2 - High,2,62b5201bb065974c3e25a69b,SD,10000,4/08/2022,Closed,done,10002,Service Request,62437973fd5e450070432282,54:43.9,,,
SD-1592,11603,change NZGT Sql backup to veeam agent pushed out from VBR,3 - Routine,3,62b5201bb065974c3e25a69b,SD,10000,4/08/2022,In Progress,indeterminate,10002,Service Request,62437973fd5e450070432282,33:48.2,,,
SD-1591,11602,Service Desk Ticket Edited: T20220802.0084 - FW: P150.79 output file (Livestock Improvement Corporation),2 - High,2,62437973fd5e450070432282,SD,10000,3/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,01:08.9,,0,
SD-1590,11601,Service Desk Ticket Edited: T20220706.0016 - Need Access to \\iceage\a1data-P31403\ and \\anvil\p1data-P15612 (Livestock Improvement Corporation),2 - High,2,62437973fd5e450070432282,SD,10000,3/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,48:30.2,,0,
SD-1589,11600,new WVD user to be added :Irene Critchley ,2 - High,2,6.26857E+23,SD,10000,2/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:d77d805b-edb0-4ffb-bbc9-68978cd914ab,01:06.6,,0,
SD-1588,11599,FW: Open Tickets -- Please confirm by return email that these two tickets can be closed.  thanks,2 - High,2,62437973fd5e450070432282,SD,10000,2/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:2018b2dc-6398-4922-8099-22878f102f0d,33:16.7,,0,
SD-1587,11598,MLC Azure subscriptions costs,2 - High,2,628c7a2a1c97b5006f0af34f,SD,10000,1/08/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:dc15b5c1-19d7-4276-be2e-744d36c11514,04:29.0,,,
SD-1586,11597,NZGT: Patching and Issues Identified by Tenable Nessus,2 - High,2,6.26857E+23,SD,10000,1/08/2022,In Progress,indeterminate,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,00:23.3,,,
SD-1585,11596,Update AKS for SecureFTX,3 - Routine,3,5ce772674401890dcab40be3,SD,10000,1/08/2022,Resolved,done,10004,Change,62437973fd5e450070432282,35:49.4,,,
SD-1584,11595,[NZGT] vWAN Peer vnet-perimeter-ausse-002,2 - High,2,61e4f2a609633b0069a64d50,SD,10000,1/08/2022,Closed,done,10004,Change,61e4f2a609633b0069a64d50,04:45.8,,,
SD-1583,11594,T20220728.0017 - NZGT: Team member who will be working from the Philippines,2 - High,2,6.26857E+23,SD,10000,29/07/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:2010487f-9396-407e-b02d-63e6324103b0,01:08.4,,0,
SD-1582,11593,LIC - Set Up NewRelic for Replacing Prometheus/Grafana,4 - Service Request,4,62437973fd5e450070432282,SD,10000,29/07/2022,In Progress,indeterminate,10002,Service Request,5cca25b8ab0c3c0e37e26e80,09:15.5,,,
SD-1581,11592,LIC - Migrate All Terraform States into Terraform Cloud,4 - Service Request,4,5cca25b8ab0c3c0e37e26e80,SD,10000,29/07/2022,Closed,done,10002,Service Request,5cca25b8ab0c3c0e37e26e80,23:45.6,,,
SD-1580,11591,T20220712.0110 Installing Anaplan plugin for NZGT user,2 - High,2,6.26857E+23,SD,10000,29/07/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:87e3713f-b7e1-4054-b298-2a9919c2cf58,45:14.5,,0,
SD-1579,11590,Housekeeping App deployment,2 - High,2,62437973fd5e450070432282,SD,10000,28/07/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:07bc7307-bf8c-40c2-97a4-c706fa5b67f4,18:09.7,,0,
SD-1578,11589,Investigate patching issue on 2 VM's - Electra,3 - Routine,3,6.26857E+23,SD,10000,28/07/2022,Closed,done,10002,Service Request,628c7a2a1c97b5006f0af34f,34:59.0,,0,
SD-1577,11588,NZGT Veeam monthly report automation for M365,4 - Service Request,4,6.26857E+23,SD,10000,28/07/2022,Closed,done,10002,Service Request,628c7a2a1c97b5006f0af34f,52:53.3,,0,
SD-1576,11587,NZHL - Update Terraform to Whitelist IPs for nzhdnlinuxpdaue01,2 - High,2,5cca25b8ab0c3c0e37e26e80,SD,10000,27/07/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:e47b2817-58df-42cb-9cc6-ae229eb99ecd,18:52.2,,,
SD-1575,11586,Sealink File Permissions Issue,2 - High,2,62437973fd5e450070432282,SD,10000,27/07/2022,Closed,done,10002,Service Request,62437973fd5e450070432282,58:52.1,,0,
SD-1574,11585,High Memory usage alert over 85% on c360-microservices-plan-ae-pr,3 - Routine,3,6.26857E+23,SD,10000,27/07/2022,Closed,done,10001,Incident,6.26857E+23,17:33.7,,0,
SD-1573,11584,Sealink - Veeam VBA License Issue,2 - High,2,5cca25b8ab0c3c0e37e26e80,SD,10000,27/07/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:e47b2817-58df-42cb-9cc6-ae229eb99ecd,00:38.6,,,
SD-1572,11583,Sealink - Crash-consistent snapshot Has been Taken for SRV-SL-00,2 - High,2,62437973fd5e450070432282,SD,10000,27/07/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:e47b2817-58df-42cb-9cc6-ae229eb99ecd,04:37.6,,0,
SD-1571,11582,Procare DEVUAT aks-lin01-82287930-vmss000001 node rebooted,2 - High,2,62437973fd5e450070432282,SD,10000,27/07/2022,Closed,done,10001,Incident,62437973fd5e450070432282,42:02.6,,0,
SD-1570,11581,FW: Firewall - Allow SMB connections from AOVPN clients to Batch,2 - High,2,62437973fd5e450070432282,SD,10000,27/07/2022,Resolved,done,10004,Change,62437973fd5e450070432282,37:58.3,,0,
SD-1569,11580,Re: Firewall - Allow SMB connections from AOVPN clients to Batch - APPROVED - When is the ETA,2 - High,2,62437973fd5e450070432282,SD,10000,27/07/2022,Closed,done,10002,Service Request,62437973fd5e450070432282,36:05.4,,,
SD-1568,11579,RE: Firewall - Allow SMB connections from AOVPN clients to Batch - APPROVED - When is the ETA,2 - High,2,62437973fd5e450070432282,SD,10000,27/07/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:3f57a577-b111-4c52-981f-b937c0f7e2b7,33:16.8,,,
SD-1567,11578,Veeam M365 backup - Sync error with one archive mailbox,2 - High,2,6.26857E+23,SD,10000,27/07/2022,Closed,done,10001,Incident,6.26857E+23,00:01.0,,0,
SD-1566,11577,NZGT: Unable to open forms/create new records/update existing records in Dev/Stage instances,2 - High,2,6.26857E+23,SD,10000,26/07/2022,Under investigation,indeterminate,10005,Problem,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,25:09.9,,0,
SD-1565,11576,"NZGT: SQL Server Patching, SentinelOne noting vulnerabilities ",2 - High,2,62b5201bb065974c3e25a69b,SD,10000,26/07/2022,In Progress,indeterminate,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,44:55.8,,,
SD-1564,11575,NZGT: Confirmation of Sage Backup,2 - High,2,62437973fd5e450070432282,SD,10000,26/07/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,49:41.0,,0,
SD-1563,11574,Athena dev checks reporting blackboxprobe fail alerts on dev,2 - High,2,62437973fd5e450070432282,SD,10000,25/07/2022,Closed,done,10001,Incident,62437973fd5e450070432282,01:07.4,,,
SD-1562,11573,LIC Batch Production Server Patching this Tuesday night,2 - High,2,5cca25b8ab0c3c0e37e26e80,SD,10000,25/07/2022,Canceled,done,10004,Change,609202e4000224006a96105f,04:51.3,,,
SD-1561,11572,FW: BC Dev App Gateway check,2 - High,2,6.26857E+23,SD,10000,25/07/2022,Closed,done,10005,Problem,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:0637c6d9-395b-4a13-8d01-6e84d73ef8f1,43:48.6,,0,
SD-1560,11571,Add/Remove users from Megaport Portal,4 - Service Request,4,5cca25b8ab0c3c0e37e26e80,SD,10000,22/07/2022,Closed,done,10002,Service Request,628c7a2a1c97b5006f0af34f,48:19.6,,,
SD-1559,11570,Request for access,2 - High,2,62437973fd5e450070432282,SD,10000,22/07/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:07bc7307-bf8c-40c2-97a4-c706fa5b67f4,59:32.2,,0,
SD-1558,11569,Review Azure Advisor recommendations - Electra,4 - Service Request,4,6.26857E+23,SD,10000,22/07/2022,Closed,done,10002,Service Request,628c7a2a1c97b5006f0af34f,01:07.6,,0,
SD-1557,11568,Review Azure Advisor recommendations - Sealink ,4 - Service Request,4,62437973fd5e450070432282,SD,10000,22/07/2022,Closed,done,10002,Service Request,628c7a2a1c97b5006f0af34f,56:51.5,,,
SD-1556,11567,Investigate logs on VM's - C0001 & C0002,4 - Service Request,4,62437973fd5e450070432282,SD,10000,22/07/2022,Closed,done,10002,Service Request,628c7a2a1c97b5006f0af34f,09:07.8,,0,
SD-1555,11566,Procare AKS upgrade from 1.21.9 to 1.22.11,4 - Service Request,4,62437973fd5e450070432282,SD,10000,22/07/2022,Resolved,done,10004,Change,62437973fd5e450070432282,10:05.8,,7200,
SD-1554,11565,Procare secret store driver upgrade to 1.2.0,3 - Routine,3,62437973fd5e450070432282,SD,10000,21/07/2022,Resolved,done,10004,Change,62437973fd5e450070432282,22:00.2,,0,
SD-1553,11564,FW: Azure VM Issue for Staging - Escalation needed please,2 - High,2,6.26857E+23,SD,10000,21/07/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,01:06.1,,0,
SD-1552,11563,Service Desk Ticket Edited: T20220721.0025 - ETP monthly server lists required - June and July (Livestock Improvement Corporation),2 - High,2,628c7a2a1c97b5006f0af34f,SD,10000,21/07/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:18a3a922-05e1-40ee-8b43-694e002fa5d8,17:20.3,,,
SD-1551,11562,"[Electra] Deploy BC Prod VM, App Gateway and networking",2 - High,2,61e4f2a609633b0069a64d50,SD,10000,20/07/2022,Closed,done,10004,Change,61e4f2a609633b0069a64d50,39:13.4,,,
SD-1550,11561,T20220720.0024 - New Starter: Kunal Garg 21/07/2022,4 - Service Request,4,6.26857E+23,SD,10000,20/07/2022,Closed,done,10002,Service Request,628c7a2a1c97b5006f0af34f,44:47.9,,,
SD-1549,11560,Patching Batch Prod & MF Licensing Southeast 2022-07-27,3 - Routine,3,62437973fd5e450070432282,SD,10000,20/07/2022,Resolved,done,10004,Change,62437973fd5e450070432282,09:43.3,,,
SD-1548,11559,Patching Batch Accp 2022-07-21,3 - Routine,3,62437973fd5e450070432282,SD,10000,20/07/2022,Resolved,done,10004,Change,62437973fd5e450070432282,04:07.0,,,
SD-1547,11558,NZGT: Test Servers are meant to be inactive but seem to still be running,2 - High,2,6.26857E+23,SD,10000,20/07/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,01:06.8,,0,
SD-1546,11557,Apply Windows Update settings change to all NZGT member servers via group policy,2 - High,2,615a6840a70710006984c390,SD,10000,20/07/2022,Closed,done,10004,Change,615a6840a70710006984c390,55:22.1,,,
SD-1545,11556,T20220706.0142 - Teams call icon disappearing on AVD,2 - High,2,6.26857E+23,SD,10000,20/07/2022,Closed,done,10001,Incident,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:a8e79d8d-8866-413c-91c8-8ab07b3f9eda,01:07.6,,0,
SD-1544,11555,T20220718.0190 - Staff Exit - Nicole Olivieri 19/07/2022,2 - High,2,6.26857E+23,SD,10000,20/07/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:5cedb39d-f9c9-48ea-ae9e-0f7ccc0ad642,01:07.4,,,
SD-1543,11554,FW: SSO setup for UAT2 (https://uat2-claims-webapp.partnerslife.fineos.com),2 - High,2,,SD,10000,20/07/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:086f82a5-0f2f-4e09-9d0a-081bba2194e5,50:39.5,,0,
SD-1542,11553,FW: Veeam Managed Services Report for June 2022,2 - High,2,6.26857E+23,SD,10000,20/07/2022,Under investigation,indeterminate,10005,Problem,62437973fd5e450070432282,55:24.8,,0,
SD-1541,11552,LIC Acceptance & AU East Licensing Servers Patching this Thursday,2 - High,2,5cca25b8ab0c3c0e37e26e80,SD,10000,20/07/2022,Closed,done,10004,Change,609202e4000224006a96105f,39:20.8,,,
SD-1540,11551,T20220719.0050 - Amandeep Singh login issues,2 - High,2,62437973fd5e450070432282,SD,10000,19/07/2022,Done,done,10006,Task,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:2010487f-9396-407e-b02d-63e6324103b0,54:55.7,,,
SD-1539,11550,Amandeep Singh login issues ,2 - High,2,62437973fd5e450070432282,SD,10000,19/07/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:2010487f-9396-407e-b02d-63e6324103b0,01:08.4,,0,
SD-1538,11549,RE: T20220712.0064 - NZGT staff offboarding,2 - High,2,6.26857E+23,SD,10000,19/07/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:2cbc1aa7-8d4b-4111-afbe-5fafad9e043f,19:19.9,,,
SD-1537,11548,RE: T20220712.0064 - NZGT staff offboarding,2 - High,2,6.26857E+23,SD,10000,18/07/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:02203c54-c029-4f7b-971a-bf987b16fd06,17:38.9,,,
SD-1535,11546,[NZGT] Add Firewall Rule for Nessus Agent to bypass IDPS and App Inspection connecting to cloud.tenable.com,2 - High,2,61e4f2a609633b0069a64d50,SD,10000,18/07/2022,Resolved,done,10004,Change,61e4f2a609633b0069a64d50,25:32.2,,,
SD-1534,11545,NZGT: Install Visual Studio in our Azure Environment to facilitate NZ Clear migration,2 - High,2,6.26857E+23,SD,10000,18/07/2022,Closed,done,10002,Service Request,qm:d764603b-b3b7-4477-8dc8-a5042ab73857:9e6d6733-6de5-42aa-96a8-9c81a3ddea72,01:06.4,,0,
